Images,Disc Area,Cup Area,Rim Area,Cup Height,Cup Width,Disc Height,Disc Width,ACDR,VCDR,HCDR,Glaucoma Decision
IMG_2744.JPG,168726,45852,122874,230,249,451,476,0.272,0.51,0.523,NORMAL
IMG_2745.JPG,162191,53858,108333,232,298,463,453,0.332,0.501,0.658,NORMAL
IMG_2746.JPG,134811,35009,99802,202,221,413,421,0.26,0.489,0.525,NORMAL
IMG_2747.JPG,141930,42966,98964,212,258,419,429,0.303,0.506,0.601,NORMAL
IMG_2748.JPG,118697,38320,80377,240,205,414,360,0.323,0.58,0.569,NORMAL
IMG_2749.JPG,132372,40557,91815,242,219,446,383,0.306,0.543,0.572,NORMAL
IMG_2750.JPG,133539,37101,96438,225,208,433,391,0.278,0.52,0.532,NORMAL
IMG_2751.JPG,117522,38238,79284,229,216,408,371,0.325,0.561,0.582,NORMAL
IMG_2752.JPG,119051,31881,87170,187,216,410,372,0.268,0.456,0.581,NORMAL
IMG_2753.JPG,126809,40234,86575,243,218,440,377,0.317,0.552,0.578,NORMAL
IMG_2754.JPG,130395,32445,97950,193,212,402,412,0.249,0.48,0.515,NORMAL
IMG_2755.JPG,138855,42218,96637,222,243,420,431,0.304,0.529,0.564,NORMAL
IMG_2756.JPG,103174,31252,71922,208,188,356,359,0.303,0.584,0.524,NORMAL
IMG_2757.JPG,112304,42684,69620,232,238,391,358,0.38,0.593,0.665,NORMAL
IMG_2758.JPG,129994,43789,86205,235,243,412,402,0.337,0.57,0.604,NORMAL
IMG_2759.JPG,130177,35967,94210,218,209,419,393,0.276,0.52,0.532,NORMAL
IMG_2760.JPG,129774,38848,90926,197,244,408,405,0.299,0.483,0.602,NORMAL
IMG_2761.JPG,173623,61955,111668,287,272,498,437,0.357,0.576,0.622,NORMAL
IMG_2762.JPG,187147,76600,110547,336,293,549,442,0.409,0.612,0.663,GLAUCOMA  SUSUPECT
IMG_2763.JPG,157524,51679,105845,255,254,441,448,0.328,0.578,0.567,NORMAL
IMG_2764.JPG,145660,47393,98267,249,241,434,422,0.325,0.574,0.571,NORMAL
IMG_2769.JPG,157251,64849,92402,289,291,465,443,0.412,0.622,0.657,GLAUCOMA  SUSUPECT
IMG_2770.JPG,177104,66451,110653,280,300,476,472,0.375,0.588,0.636,NORMAL
IMG_2773.JPG,176215,71478,104737,277,314,458,494,0.406,0.605,0.636,GLAUCOMA  SUSUPECT
IMG_2774.JPG,166986,63973,103013,265,303,459,465,0.383,0.577,0.652,NORMAL
IMG_2775.JPG,123976,37373,86603,203,226,391,395,0.301,0.519,0.572,NORMAL
IMG_2776.JPG,120020,32591,87429,197,206,403,376,0.272,0.489,0.548,NORMAL
IMG_2777.JPG,132608,35983,96625,205,231,405,412,0.271,0.506,0.561,NORMAL
IMG_2778.JPG,122378,36825,85553,216,214,403,390,0.301,0.536,0.549,NORMAL
IMG_2779.JPG,142627,67263,75364,304,276,447,402,0.472,0.68,0.687,GLAUCOMA  SUSUPECT
IMG_2780.JPG,153888,66622,87266,309,260,469,404,0.433,0.659,0.644,GLAUCOMA  SUSUPECT
IMG_2781.JPG,176690,75953,100737,289,339,461,487,0.43,0.627,0.696,GLAUCOMA  SUSUPECT
IMG_2782.JPG,166130,67587,98543,270,320,441,477,0.407,0.612,0.671,GLAUCOMA  SUSUPECT
IMG_2783.JPG,117275,33509,83766,215,197,420,369,0.286,0.512,0.534,NORMAL
IMG_2784.JPG,121628,30970,90658,215,178,433,362,0.255,0.497,0.492,NORMAL
IMG_2785.JPG,125876,33250,92626,207,212,402,402,0.264,0.515,0.527,NORMAL
IMG_2786.JPG,170935,57821,113114,277,271,486,445,0.338,0.57,0.609,NORMAL
IMG_2788.JPG,105474,25076,80398,195,166,385,358,0.238,0.506,0.464,NORMAL
IMG_2789.JPG,134436,40628,93808,221,230,418,402,0.302,0.529,0.572,NORMAL
IMG_2790.JPG,129732,41716,88016,231,220,412,387,0.322,0.561,0.568,NORMAL
IMG_2791.JPG,166578,52710,113868,272,243,484,434,0.316,0.562,0.56,NORMAL
IMG_2792.JPG,161068,53104,107964,282,241,484,419,0.33,0.583,0.575,NORMAL
IMG_2793.JPG,150306,43887,106419,220,253,414,449,0.292,0.531,0.563,NORMAL
IMG_2794.JPG,154939,46332,108607,243,243,428,464,0.299,0.568,0.524,NORMAL
IMG_2795.JPG,166692,52590,114102,266,242,498,431,0.315,0.534,0.561,NORMAL
IMG_2796.JPG,147097,41737,105360,230,230,482,387,0.284,0.477,0.594,NORMAL
IMG_2797.JPG,155654,49130,106524,234,260,456,433,0.316,0.513,0.6,NORMAL
IMG_2798.JPG,142398,50130,92268,252,252,434,412,0.352,0.581,0.612,NORMAL
IMG_2799.JPG,156051,22185,133866,186,166,415,473,0.142,0.448,0.351,NORMAL
IMG_2800.JPG,113126,23641,89485,173,173,387,369,0.209,0.447,0.469,NORMAL
IMG_2801.JPG,363641,238720,124921,562,538,731,642,0.656,0.769,0.838,GLAUCOMA  SUSUPECT
IMG_2802.JPG,388813,227272,161541,531,538,713,683,0.585,0.745,0.788,GLAUCOMA  SUSUPECT
IMG_2804.JPG,187368,41096,146272,250,210,503,476,0.219,0.497,0.441,NORMAL
IMG_2805.JPG,197367,56170,141197,277,260,520,481,0.285,0.533,0.541,NORMAL
IMG_2806.JPG,183963,72833,111130,280,317,499,471,0.396,0.561,0.673,NORMAL
IMG_2807.JPG,161461,60642,100819,283,273,480,429,0.376,0.59,0.636,NORMAL
IMG_3153.JPG,136627,32430,104197,202,204,425,405,0.237,0.475,0.504,NORMAL
IMG_3154.JPG,136006,30383,105623,208,202,425,407,0.223,0.489,0.496,NORMAL
IMG_3155.JPG,156258,36634,119624,221,205,457,436,0.234,0.484,0.47,NORMAL
IMG_3156.JPG,146525,36217,110308,228,209,441,421,0.247,0.517,0.496,NORMAL
IMG_3157.JPG,143409,32891,110518,209,203,432,418,0.229,0.484,0.486,NORMAL
IMG_3158.JPG,137330,35032,102298,216,206,431,401,0.255,0.501,0.514,NORMAL
IMG_3159.JPG,191056,92100,98956,352,325,512,469,0.482,0.688,0.693,GLAUCOMA  SUSUPECT
IMG_3160.JPG,189377,93290,96087,352,333,510,473,0.493,0.69,0.704,GLAUCOMA  SUSUPECT
IMG_3161.JPG,127087,43700,83387,237,235,441,376,0.344,0.537,0.625,NORMAL
IMG_3162.JPG,111552,34478,77074,216,205,411,347,0.309,0.526,0.591,NORMAL
IMG_3163.JPG,177466,40570,136896,220,234,501,451,0.229,0.439,0.519,NORMAL
IMG_3164.JPG,159961,36807,123154,226,216,484,418,0.23,0.467,0.517,NORMAL
IMG_3165.JPG,162098,40625,121473,214,248,454,440,0.251,0.471,0.564,NORMAL
IMG_3166.JPG,152810,39930,112880,220,219,435,436,0.261,0.506,0.502,NORMAL
IMG_3167.JPG,186495,53475,133020,254,278,490,473,0.287,0.518,0.588,NORMAL
IMG_3168.JPG,181132,67689,113443,285,301,486,483,0.374,0.586,0.623,NORMAL
IMG_3169.JPG,178300,46517,131783,254,233,497,465,0.261,0.511,0.501,NORMAL
IMG_3170.JPG,179880,47120,132760,254,244,474,475,0.262,0.536,0.514,NORMAL
IMG_3173.JPG,133105,35068,98037,202,217,419,400,0.263,0.482,0.542,NORMAL
IMG_3174.JPG,160088,43430,116658,241,217,477,428,0.271,0.505,0.507,NORMAL
IMG_3175.JPG,155713,46379,109334,240,250,454,438,0.298,0.529,0.571,NORMAL
IMG_3176.JPG,175226,60608,114618,264,286,490,446,0.346,0.539,0.641,NORMAL
IMG_3177.JPG,195086,84845,110241,312,352,491,509,0.435,0.635,0.692,GLAUCOMA  SUSUPECT
IMG_3178.JPG,196529,97768,98761,380,331,529,470,0.497,0.718,0.704,GLAUCOMA  SUSUPECT
IMG_3179.JPG,124747,36162,88585,220,214,421,375,0.29,0.523,0.571,NORMAL
IMG_3180.JPG,149897,49300,100597,252,252,448,424,0.329,0.562,0.594,NORMAL
IMG_3182.JPG,142540,42190,100350,230,223,445,406,0.296,0.517,0.549,NORMAL
IMG_3183.JPG,134656,34811,99845,204,218,420,409,0.259,0.486,0.533,NORMAL
IMG_3184.JPG,148445,49604,98841,256,238,459,417,0.334,0.558,0.571,NORMAL
IMG_3185.JPG,198417,65020,133397,290,284,503,497,0.328,0.577,0.571,NORMAL
IMG_3186.JPG,200171,79010,121161,310,318,509,495,0.395,0.609,0.642,GLAUCOMA  SUSUPECT
IMG_3188.JPG,147794,39105,108689,240,204,464,405,0.265,0.517,0.504,NORMAL
IMG_3189.JPG,152501,34812,117689,226,193,477,406,0.228,0.474,0.475,NORMAL
IMG_3190.JPG,181110,84739,96371,326,336,484,476,0.468,0.674,0.706,GLAUCOMA  SUSUPECT
IMG_3191.JPG,183478,82865,100613,336,308,489,479,0.452,0.687,0.643,GLAUCOMA  SUSUPECT
IMG_3192.JPG,217254,72718,144536,319,282,551,505,0.335,0.579,0.558,NORMAL
IMG_3193.JPG,176990,50787,126203,262,240,508,444,0.287,0.516,0.541,NORMAL
IMG_3194.JPG,169644,60920,108724,286,280,502,443,0.359,0.57,0.632,NORMAL
IMG_3195.JPG,146421,43972,102449,226,251,452,407,0.3,0.5,0.617,NORMAL
IMG_3196.JPG,141106,47633,93473,248,244,436,409,0.338,0.569,0.597,NORMAL
IMG_3197.JPG,160252,63917,96335,284,282,447,454,0.399,0.635,0.621,GLAUCOMA  SUSUPECT
IMG_3198.JPG,196867,93301,103566,348,356,515,499,0.474,0.676,0.713,GLAUCOMA  SUSUPECT
IMG_3199.JPG,193791,80165,113626,316,317,496,503,0.414,0.637,0.63,GLAUCOMA  SUSUPECT
IMG_3202.JPG,123814,27977,95837,188,192,407,392,0.226,0.462,0.49,NORMAL
IMG_3203.JPG,116578,25990,90588,186,187,369,393,0.223,0.504,0.476,NORMAL
IMG_3204.JPG,173105,63625,109480,300,267,501,447,0.368,0.599,0.597,NORMAL
IMG_3205.JPG,169941,54733,115208,264,263,491,440,0.322,0.538,0.598,NORMAL
IMG_3206.JPG,157472,55371,102101,260,268,448,453,0.352,0.58,0.592,NORMAL
IMG_3208.JPG,128549,36848,91701,206,226,415,396,0.287,0.496,0.571,NORMAL
IMG_3209.JPG,134195,45705,88490,253,229,431,394,0.341,0.587,0.581,NORMAL
IMG_3210.JPG,146405,34029,112376,217,200,458,400,0.232,0.474,0.5,NORMAL
IMG_3211.JPG,124185,33213,90972,216,199,426,370,0.267,0.507,0.538,NORMAL
IMG_3212.JPG,173566,62084,111482,269,286,501,444,0.358,0.537,0.644,NORMAL
IMG_3213.JPG,158956,45159,113797,240,236,463,429,0.284,0.518,0.55,NORMAL
IMG_3214.JPG,175471,70513,104958,302,288,510,447,0.402,0.592,0.644,GLAUCOMA  SUSUPECT
IMG_3215.JPG,146021,58469,87552,272,264,454,408,0.4,0.599,0.647,GLAUCOMA  SUSUPECT
IMG_3216.JPG,167747,63735,104012,292,278,489,443,0.38,0.597,0.628,NORMAL
IMG_3217.JPG,179389,63602,115787,302,263,515,446,0.355,0.586,0.59,NORMAL
IMG_3218.JPG,160343,52263,108080,264,244,458,427,0.326,0.576,0.571,NORMAL
IMG_3219.JPG,146174,53414,92760,258,262,447,404,0.365,0.577,0.649,NORMAL
IMG_3220.JPG,162385,52129,110256,255,268,492,425,0.321,0.518,0.631,NORMAL
IMG_3221.JPG,135460,30446,105014,206,182,470,368,0.225,0.438,0.495,NORMAL
IMG_3222.JPG,100735,26100,74635,172,196,348,361,0.259,0.494,0.543,NORMAL
IMG_3223.JPG,91471,27858,63613,161,226,328,356,0.305,0.491,0.635,NORMAL
IMG_3225.JPG,136159,54415,81744,232,302,397,443,0.4,0.584,0.682,NORMAL
IMG_3226.JPG,144404,36165,108239,203,224,437,404,0.25,0.465,0.554,NORMAL
IMG_3227.JPG,148177,45682,102495,230,243,463,392,0.308,0.497,0.62,NORMAL
IMG_3228.JPG,173071,56864,116207,294,240,489,422,0.329,0.601,0.569,GLAUCOMA  SUSUPECT
IMG_3229.JPG,131519,32679,98840,192,218,405,416,0.248,0.474,0.524,NORMAL
IMG_3230.JPG,135513,40687,94826,219,232,414,413,0.3,0.529,0.562,NORMAL
IMG_3231.JPG,136110,39517,96593,230,224,412,415,0.29,0.558,0.54,NORMAL
IMG_3232.JPG,131838,48041,83797,256,234,427,401,0.364,0.6,0.584,NORMAL
IMG_3233.JPG,162131,49116,113015,218,279,453,447,0.303,0.481,0.624,NORMAL
IMG_3234.JPG,168111,49747,118364,254,246,481,446,0.296,0.528,0.552,NORMAL
IMG_3235.JPG,169451,62502,106949,272,293,476,441,0.369,0.571,0.664,NORMAL
IMG_3236.JPG,157016,55340,101676,262,272,440,441,0.352,0.595,0.617,NORMAL
IMG_3237.JPG,174570,72378,102192,306,299,483,457,0.415,0.634,0.654,GLAUCOMA  SUSUPECT
IMG_3238.JPG,142934,59131,83803,270,275,432,417,0.414,0.625,0.659,GLAUCOMA  SUSUPECT
IMG_3239.JPG,185735,67855,117880,308,285,526,448,0.365,0.586,0.636,NORMAL
IMG_3240.JPG,191640,65913,125727,285,298,542,451,0.344,0.526,0.661,NORMAL
IMG_3241.JPG,170892,48292,122600,252,241,483,441,0.283,0.522,0.546,NORMAL
IMG_3242.JPG,160597,46434,114163,234,249,466,425,0.289,0.502,0.586,NORMAL
IMG_3243.JPG,157580,43254,114326,238,229,491,406,0.274,0.485,0.564,NORMAL
IMG_3244.JPG,158922,37809,121113,219,212,460,439,0.238,0.476,0.483,NORMAL
IMG_3245.JPG,122160,34696,87464,206,220,403,395,0.284,0.511,0.557,NORMAL
IMG_3246.JPG,128857,36393,92464,208,229,410,393,0.282,0.507,0.583,NORMAL
IMG_3247.JPG,148800,63914,84886,286,284,465,408,0.43,0.615,0.696,GLAUCOMA  SUSUPECT
IMG_3248.JPG,148284,54901,93383,270,259,447,403,0.37,0.604,0.643,GLAUCOMA  SUSUPECT
IMG_3249.JPG,170676,62061,108615,286,283,482,448,0.364,0.593,0.632,NORMAL
IMG_3250.JPG,159057,44645,114412,252,231,484,415,0.281,0.521,0.557,NORMAL
IMG_3251.JPG,161659,58521,103138,277,271,445,457,0.362,0.622,0.593,GLAUCOMA  SUSUPECT
IMG_3252.JPG,174777,64282,110495,276,297,482,457,0.368,0.573,0.65,NORMAL
IMG_3253.JPG,136447,47480,88967,251,239,430,402,0.348,0.584,0.595,NORMAL
IMG_3254.JPG,147222,46892,100330,233,262,436,422,0.319,0.534,0.621,NORMAL
IMG_3255.JPG,156020,43536,112484,232,231,480,423,0.279,0.483,0.546,NORMAL
IMG_3256.JPG,172299,47849,124450,248,265,486,438,0.278,0.51,0.605,NORMAL
IMG_3257.JPG,195445,65173,130272,306,274,529,466,0.333,0.578,0.588,NORMAL
IMG_3258.JPG,171066,61616,109450,265,285,501,451,0.36,0.529,0.632,NORMAL
IMG_3261.JPG,141370,46733,94637,244,253,420,415,0.331,0.581,0.61,NORMAL
IMG_3262.JPG,130214,33704,96510,206,208,411,403,0.259,0.501,0.516,NORMAL
IMG_3263.JPG,102078,29256,72822,190,192,368,352,0.287,0.516,0.545,NORMAL
IMG_3264.JPG,108449,39820,68629,214,234,390,357,0.367,0.549,0.655,NORMAL
IMG_3265.JPG,161375,67579,93796,310,271,480,418,0.419,0.646,0.648,GLAUCOMA  SUSUPECT
IMG_3266.JPG,192599,86519,106080,350,308,520,469,0.449,0.673,0.657,GLAUCOMA  SUSUPECT
IMG_3267.JPG,158921,43447,115474,248,230,465,432,0.273,0.533,0.532,NORMAL
IMG_3268.JPG,154674,51622,103052,266,240,479,402,0.334,0.555,0.597,NORMAL
IMG_3270.JPG,134245,42873,91372,234,229,414,412,0.319,0.565,0.556,NORMAL
IMG_3271.JPG,130209,33334,96875,202,204,407,413,0.256,0.496,0.494,NORMAL
IMG_3272.JPG,104044,26616,77428,174,192,378,345,0.256,0.46,0.557,NORMAL
IMG_3274.JPG,129718,36201,93517,204,228,405,400,0.279,0.504,0.57,NORMAL
IMG_3275.JPG,140593,36842,103751,214,218,441,407,0.262,0.485,0.536,NORMAL
IMG_3276.JPG,149187,41275,107912,229,228,485,386,0.277,0.472,0.591,NORMAL
IMG_3277.JPG,161634,58616,103018,299,244,469,434,0.363,0.638,0.562,GLAUCOMA  SUSUPECT
IMG_3278.JPG,147287,48901,98386,262,233,455,406,0.332,0.576,0.574,NORMAL
IMG_3282.JPG,129220,41670,87550,225,235,423,391,0.322,0.532,0.601,NORMAL
IMG_3283.JPG,183264,76173,107091,314,308,503,468,0.416,0.624,0.658,GLAUCOMA  SUSUPECT
IMG_3285.JPG,113132,30682,82450,203,198,387,370,0.271,0.525,0.535,NORMAL
IMG_3286.JPG,127247,37333,89914,222,206,425,383,0.293,0.522,0.538,NORMAL
IMG_3287.JPG,114862,26662,88200,178,176,385,366,0.232,0.462,0.481,NORMAL
IMG_3288.JPG,122829,27752,95077,172,198,413,371,0.226,0.416,0.534,NORMAL
IMG_3292.JPG,180497,83323,97174,331,322,508,445,0.462,0.652,0.724,GLAUCOMA  SUSUPECT
IMG_3293.JPG,176305,78311,97994,296,334,459,495,0.444,0.645,0.675,GLAUCOMA  SUSUPECT
IMG_3294.JPG,139153,79829,59324,348,274,457,367,0.574,0.761,0.747,GLAUCOMA  SUSUPECT
IMG_3295.JPG,132655,54598,78057,276,256,473,364,0.412,0.584,0.703,GLAUCOMA  SUSUPECT
IMG_3296.JPG,144727,57104,87623,272,264,478,392,0.395,0.569,0.673,NORMAL
IMG_3297.JPG,177443,60212,117231,264,296,520,440,0.339,0.508,0.673,NORMAL
IMG_3298.JPG,151195,52269,98926,253,265,436,432,0.346,0.58,0.613,NORMAL
IMG_3299.JPG,133372,49469,83903,240,255,423,395,0.371,0.567,0.646,NORMAL
IMG_3302.JPG,134633,37040,97593,230,200,442,382,0.275,0.52,0.524,NORMAL
IMG_3303.JPG,131644,38851,92793,226,206,429,396,0.295,0.527,0.52,NORMAL
IMG_3304.JPG,152179,32252,119927,206,200,455,415,0.212,0.453,0.482,NORMAL
IMG_3305.JPG,133287,53480,79807,283,246,435,383,0.401,0.651,0.642,GLAUCOMA  SUSUPECT
IMG_3306.JPG,143262,60338,82924,236,318,388,457,0.421,0.608,0.696,GLAUCOMA  SUSUPECT
IMG_3307.JPG,148335,47837,100498,226,255,415,445,0.322,0.545,0.573,NORMAL
IMG_3308.JPG,168116,69710,98406,327,277,512,416,0.415,0.639,0.666,GLAUCOMA  SUSUPECT
IMG_3309.JPG,153628,57393,96235,304,244,493,407,0.374,0.617,0.6,GLAUCOMA  SUSUPECT
IMG_3310.JPG,159110,71549,87561,295,308,459,445,0.45,0.643,0.692,GLAUCOMA  SUSUPECT
IMG_3312.JPG,154307,49688,104619,248,249,452,428,0.322,0.549,0.582,NORMAL
IMG_3313.JPG,158729,39604,119125,215,239,463,423,0.25,0.464,0.565,NORMAL
IMG_3314.JPG,113315,34380,78935,209,193,405,348,0.303,0.516,0.555,NORMAL
IMG_3315.JPG,97091,28325,68766,200,188,378,327,0.292,0.529,0.575,NORMAL
IMG_3316.JPG,131627,30938,100689,184,204,437,381,0.235,0.421,0.535,NORMAL
IMG_3317.JPG,119829,41666,78163,223,231,414,359,0.348,0.539,0.643,NORMAL
IMG_3318.JPG,133832,43091,90741,242,213,429,395,0.322,0.564,0.539,NORMAL
IMG_3319.JPG,168406,68840,99566,294,300,468,459,0.409,0.628,0.654,GLAUCOMA  SUSUPECT
IMG_3320.JPG,162611,70339,92272,299,306,470,442,0.433,0.636,0.692,GLAUCOMA  SUSUPECT
IMG_3321.JPG,151311,57584,93727,250,295,455,426,0.381,0.549,0.692,NORMAL
IMG_3322.JPG,140580,51984,88596,254,269,423,421,0.37,0.6,0.639,GLAUCOMA  SUSUPECT
IMG_3323.JPG,155781,50649,105132,258,249,454,432,0.325,0.568,0.576,NORMAL
IMG_3324.JPG,122807,31932,90875,197,213,381,421,0.26,0.517,0.506,NORMAL
IMG_3326.JPG,132569,32331,100238,190,232,395,416,0.244,0.481,0.558,NORMAL
IMG_3327.JPG,132217,47497,84720,246,243,402,411,0.359,0.612,0.591,GLAUCOMA  SUSUPECT
IMG_3328.JPG,128188,41779,86409,216,245,411,395,0.326,0.526,0.62,NORMAL
IMG_3331.JPG,151040,44860,106180,240,240,446,425,0.297,0.538,0.565,NORMAL
IMG_3332.JPG,149246,44472,104774,248,222,437,427,0.298,0.568,0.52,NORMAL
IMG_3335.JPG,138773,39778,98995,222,228,439,399,0.287,0.506,0.571,NORMAL
IMG_3336.JPG,136739,37998,98741,232,214,440,403,0.278,0.527,0.531,NORMAL
IMG_3337.JPG,157955,33748,124207,213,200,467,424,0.214,0.456,0.472,NORMAL
IMG_3338.JPG,133093,43063,90030,242,242,436,380,0.324,0.555,0.637,NORMAL
IMG_3339.JPG,190378,85309,105069,336,324,526,469,0.448,0.639,0.691,GLAUCOMA  SUSUPECT
IMG_3340.JPG,185477,81300,104177,336,307,524,456,0.438,0.641,0.673,GLAUCOMA  SUSUPECT
IMG_3341.JPG,128669,39973,88696,244,204,448,360,0.311,0.545,0.567,NORMAL
IMG_3342.JPG,129557,38148,91409,241,216,450,370,0.294,0.536,0.584,NORMAL
IMG_3345.JPG,89400,31508,57892,211,193,345,324,0.352,0.612,0.596,GLAUCOMA  SUSUPECT
IMG_3346.JPG,95236,25086,70150,180,183,353,346,0.263,0.51,0.529,NORMAL
IMG_3347.JPG,119784,22039,97745,176,151,403,374,0.184,0.437,0.404,NORMAL
IMG_3348.JPG,117785,30534,87251,204,193,396,381,0.259,0.515,0.507,NORMAL
IMG_3349.JPG,112732,32630,80102,206,207,409,351,0.289,0.504,0.59,NORMAL
IMG_3350.JPG,110782,25333,85449,155,220,414,341,0.229,0.374,0.645,NORMAL
IMG_3351.JPG,131822,33732,98090,201,215,405,427,0.256,0.496,0.504,NORMAL
IMG_3352.JPG,142261,43219,99042,218,257,429,426,0.304,0.508,0.603,NORMAL
IMG_3353.JPG,131598,31845,99753,191,211,408,408,0.242,0.468,0.517,NORMAL
IMG_3354.JPG,128597,31265,97332,183,214,405,396,0.243,0.452,0.54,NORMAL
IMG_3355.JPG,144438,48249,96189,259,247,448,408,0.334,0.578,0.605,NORMAL
IMG_3356.JPG,150105,52126,97979,247,261,465,405,0.347,0.531,0.644,NORMAL
IMG_3357.JPG,132171,53272,78899,265,252,429,390,0.403,0.618,0.646,GLAUCOMA  SUSUPECT
IMG_3358.JPG,146581,60905,85676,290,276,437,421,0.416,0.664,0.656,GLAUCOMA  SUSUPECT
IMG_3359.JPG,149707,62637,87070,298,272,468,409,0.418,0.637,0.665,GLAUCOMA  SUSUPECT
IMG_3360.JPG,175805,80435,95370,336,314,516,443,0.458,0.651,0.709,GLAUCOMA  SUSUPECT
IMG_3361.JPG,118478,25444,93034,165,195,387,393,0.215,0.426,0.496,NORMAL
IMG_3362.JPG,113957,21364,92593,169,164,371,385,0.187,0.456,0.426,NORMAL
IMG_3363.JPG,158145,33347,124798,226,191,461,423,0.211,0.49,0.452,NORMAL
IMG_3364.JPG,135845,28364,107481,194,177,433,394,0.209,0.448,0.449,NORMAL
IMG_3365.JPG,162194,58549,103645,279,249,491,427,0.361,0.568,0.583,NORMAL
IMG_3366.JPG,180159,71456,108703,303,296,497,463,0.397,0.61,0.639,GLAUCOMA  SUSUPECT
IMG_3367.JPG,176483,48265,128218,257,233,465,473,0.273,0.553,0.493,NORMAL
IMG_3368.JPG,171065,59734,111331,255,293,456,480,0.349,0.559,0.61,NORMAL
IMG_3369.JPG,184501,82259,102242,330,320,487,483,0.446,0.678,0.663,GLAUCOMA  SUSUPECT
IMG_3370.JPG,185050,80579,104471,316,328,502,475,0.435,0.629,0.691,GLAUCOMA  SUSUPECT
IMG_3371.JPG,181243,59287,121956,277,273,488,471,0.327,0.568,0.58,NORMAL
IMG_3372.JPG,170655,66005,104650,282,296,476,464,0.387,0.592,0.638,NORMAL
IMG_3373.JPG,145954,45023,100931,255,226,438,430,0.308,0.582,0.526,NORMAL
IMG_3374.JPG,146415,38167,108248,224,206,426,428,0.261,0.526,0.481,NORMAL
IMG_3375.JPG,140172,27389,112783,188,186,433,414,0.195,0.434,0.449,NORMAL
IMG_3376.JPG,154357,33189,121168,214,193,480,410,0.215,0.446,0.471,NORMAL
IMG_3377.JPG,174396,69297,105099,305,288,488,447,0.397,0.625,0.644,GLAUCOMA  SUSUPECT
IMG_3378.JPG,161795,56701,105094,283,254,488,429,0.35,0.58,0.592,NORMAL
IMG_3379.JPG,144210,37282,106928,234,208,464,399,0.259,0.504,0.521,NORMAL
IMG_3380.JPG,159752,43723,116029,256,213,483,398,0.274,0.53,0.535,NORMAL
IMG_3381.JPG,189767,57526,132241,277,271,500,494,0.303,0.554,0.549,NORMAL
IMG_3382.JPG,171784,56758,115026,248,292,474,464,0.33,0.523,0.629,NORMAL
IMG_3383.JPG,163417,62341,101076,270,296,437,471,0.381,0.618,0.628,GLAUCOMA  SUSUPECT
IMG_3384.JPG,169501,53630,115871,254,269,458,469,0.316,0.555,0.574,NORMAL
IMG_3385.JPG,182605,47351,135254,233,257,465,495,0.259,0.501,0.519,NORMAL
IMG_3386.JPG,179813,53248,126565,244,275,479,489,0.296,0.509,0.562,NORMAL
IMG_3387.JPG,182676,45752,136924,237,242,499,461,0.25,0.475,0.525,NORMAL
IMG_3388.JPG,191950,47704,144246,267,228,515,458,0.249,0.518,0.498,NORMAL
IMG_3389.JPG,124551,43097,81454,231,235,397,395,0.346,0.582,0.595,NORMAL
IMG_3390.JPG,125675,49262,76413,242,257,408,396,0.392,0.593,0.649,NORMAL
IMG_3391.JPG,165320,57541,107779,254,285,471,454,0.348,0.539,0.628,NORMAL
IMG_3392.JPG,151908,54701,97207,263,268,440,434,0.36,0.598,0.618,NORMAL
IMG_3393.JPG,225714,111622,114092,390,359,539,532,0.495,0.724,0.675,GLAUCOMA  SUSUPECT
IMG_3394.JPG,217937,98979,118958,361,351,534,514,0.454,0.676,0.683,GLAUCOMA  SUSUPECT
IMG_3395.JPG,164006,37212,126794,199,244,441,470,0.227,0.451,0.519,NORMAL
IMG_3396.JPG,162350,45853,116497,230,251,440,466,0.282,0.523,0.539,NORMAL
IMG_3397.JPG,136411,37268,99143,212,232,430,402,0.273,0.493,0.577,NORMAL
IMG_3398.JPG,126981,37485,89496,215,220,418,392,0.295,0.514,0.561,NORMAL
IMG_3399.JPG,152524,41488,111036,221,237,457,417,0.272,0.484,0.568,NORMAL
IMG_3400.JPG,157206,42833,114373,251,221,464,430,0.272,0.541,0.514,NORMAL
IMG_3401.JPG,116012,34181,81831,209,205,401,364,0.295,0.521,0.563,NORMAL
IMG_3403.JPG,169434,74556,94878,305,303,491,432,0.44,0.621,0.701,GLAUCOMA  SUSUPECT
IMG_3404.JPG,164730,63642,101088,279,290,481,440,0.386,0.58,0.659,NORMAL
IMG_3405.JPG,142343,56671,85672,269,274,430,419,0.398,0.626,0.654,GLAUCOMA  SUSUPECT
IMG_3406.JPG,149285,66842,82443,296,302,418,444,0.448,0.708,0.68,GLAUCOMA  SUSUPECT
IMG_3407.JPG,144235,60007,84228,256,293,423,425,0.416,0.605,0.689,GLAUCOMA  SUSUPECT
IMG_3411.JPG,131544,31578,99966,202,196,435,382,0.24,0.464,0.513,NORMAL
IMG_3412.JPG,163357,71754,91603,309,296,480,436,0.439,0.644,0.679,GLAUCOMA  SUSUPECT
IMG_3413.JPG,149661,61370,88291,267,288,446,426,0.41,0.599,0.676,GLAUCOMA  SUSUPECT
IMG_3414.JPG,138902,38780,100122,236,204,435,404,0.279,0.543,0.505,NORMAL
IMG_3415.JPG,108760,22583,86177,167,172,374,374,0.208,0.447,0.46,NORMAL
IMG_3416.JPG,133184,43223,89961,230,247,436,397,0.325,0.528,0.622,NORMAL
